contrast,left_condition,right_condition,family,delta_h20,delta_valid_vocab,delta_semantic_step
C2,controlled_nl,pseudocode,frequency_map,0.18301338228882547,0.2484083896141776,0.15852985346924509
C2,controlled_nl,pseudocode,gcd_family,0.06831375834026221,0.0927462948304637,0.011672071973639675
C2,controlled_nl,pseudocode,grouping,0.1316404313821533,0.19880187333415833,0.08077116273232293
C2,controlled_nl,pseudocode,insertion_sort,0.09664012289267448,0.12962811031860344,0.08308863291701774
C2,controlled_nl,pseudocode,lcm_family,0.05581212834927213,0.07937831428881759,-0.02888880726185944
C2,controlled_nl,pseudocode,linear_search,0.006119721408526513,0.03563424243029878,0.05089563218027937
C2,controlled_nl,pseudocode,matrix_aggregate,0.12299226121244206,0.17468780704525438,0.09026724844677442
C2,controlled_nl,pseudocode,matrix_search,-0.05426246195669332,-0.02839240869886217,-0.07887408158910669
C2,controlled_nl,pseudocode,matrix_transform,0.1213972473586668,0.17403623030159943,0.06236953570234366
C2,controlled_nl,pseudocode,membership_test,0.01935665712324086,0.039225866289743894,0.012450496148371626
C2,controlled_nl,pseudocode,merge_sorted,0.06399076560467187,0.09396391654395675,0.07368604595392758
C2,controlled_nl,pseudocode,mode_selection,0.012891896974351724,0.040881322183958235,-0.09757527980225389
C2,controlled_nl,pseudocode,monotonicity,0.06779373383347986,0.10354930783736138,0.0312730816655345
C2,controlled_nl,pseudocode,numeric_reverse,0.05428896731945293,0.0932973843926242,0.01844123169388251
C2,controlled_nl,pseudocode,ordered_intersection,0.09803539155425411,0.17505895506607738,0.09083746623504918
C2,controlled_nl,pseudocode,palindrome_test,0.06851812385002887,0.07562043096542026,0.05064575453980863
C2,controlled_nl,pseudocode,parity_count,0.08005348995468131,0.080230212625508,0.09962099892484644
C2,controlled_nl,pseudocode,partition,0.05674238892791733,0.08794188577129325,-0.02689713573634611
C2,controlled_nl,pseudocode,primality,0.09472649988629497,0.12009905268301002,0.11339910386901467
C2,controlled_nl,pseudocode,reverse_sequence,0.19241963098797266,0.27687838404624504,0.15386400775530173
C2,controlled_nl,pseudocode,rotation,0.14804691615122317,0.24586816485856844,0.1851900598279126
C2,controlled_nl,pseudocode,scan_extremum,0.031451696157347664,0.05958944243309949,0.0008989300752532681
C2,controlled_nl,pseudocode,selection_sort,0.06650134794079754,0.09044453977370909,0.033190305279624965
C2,controlled_nl,pseudocode,set_relation,0.00670730913028339,0.07686960920691488,-0.04879196766739291
C2,controlled_nl,pseudocode,sign_filter,0.1185125279433849,0.18027844558645567,0.10455390193425557
C2,controlled_nl,pseudocode,sign_sum,0.126348455632311,0.14998491751241638,0.1467420332008731
C2,controlled_nl,pseudocode,sliding_window,0.15429458563562148,0.24123018536555701,0.1340294452717154
C2,controlled_nl,pseudocode,string_filter,0.12281151504513038,0.17855622927358494,0.07668363362054575
C2,controlled_nl,pseudocode,threshold_count,0.016334282992702287,0.018829374572910895,0.036532912674307194
C2,controlled_nl,pseudocode,word_count,0.21843277465175248,0.3319409356275014,-0.0589520458221342
C3,pseudocode,python_canonical,adjacent_analysis,0.32435963377095856,0.4317148320278593,0.21985876993666414
C3,pseudocode,python_canonical,adjacent_transform,0.37047999303552315,0.5611513900151646,0.0901947404907662
C3,pseudocode,python_canonical,base_conversion,0.3739586222660162,0.558560708017815,0.2359507873482959
C3,pseudocode,python_canonical,binary_search,0.1968723117385224,0.30807902920105923,0.09438618728993092
C3,pseudocode,python_canonical,bounded_numeric_transform,0.3003793301277517,0.45920344296063453,0.19877278709480278
C3,pseudocode,python_canonical,bubble_sort,0.2595623663378612,0.3358903088480444,0.28396150495384165
C3,pseudocode,python_canonical,char_count,0.373346343802868,0.5697510194549844,0.21213302485943628
C3,pseudocode,python_canonical,chunking,0.4022001150301141,0.596079155712413,0.13133058389661273
C3,pseudocode,python_canonical,cumulative_scan,0.4030100627154577,0.6258767910520826,0.27495699557854564
C3,pseudocode,python_canonical,deduplication,0.49785829096478695,0.6811056385252183,0.32225914997492155
